100,99,76
101,79,60
102,50,26
103,97,76
104,87,78
105,78,62
106,96,72
107,100,75
108,57,53
109,3,0
110,46,23
111,94,84
112,97,70
113,99,80
114,86,53
115,91,74
116,73,73
117,97,64
118,86,66
119,60,53
120,6,0
121,68,61
122,94,62
123,100,86
124,72,33
125,28,0
126,89,72
127,98,72
128,64,28
129,95,77
130,52,15
131,99,79
132,69,71
133,88,76
134,92,80
135,86,65
136,81,42
137,83,68
138,90,66
139,99,76
140,70,59
141,94,80
142,88,70
143,72,13
144,88,60
145,64,33
146,43,26
147,38,0
148,36,0
149,80,51
150,35,20
151,38,0
152,89,61
153,81,61
154,53,33
155,100,72
156,73,60
157,73,46
158,92,66
159,8,0
160,98,60
161,11,0
162,100,72
163,59,46
164,73,39
165,85,67
166,91,80
167,59,63
168,81,53
169,0,0
170,80,53
171,75,33
172,97,62
173,85,64
174,83,69
175,94,73
176,81,54
177,75,59
178,57,24
179,0,0
180,60,28
181,72,64
182,95,73
183,68,26
184,57,44
185,82,55
186,40,14
187,85,70
188,91,71
189,94,71
190,54,31
191,22,0
192,34,11
193,44,24
194,10,0
195,22,0
196,37,0
197,77,53
198,12,0
199,47,19
200,87,60
201,67,53
202,93,77
203,100,79
204,97,89
205,56,32
206,85,73
207,0,0
208,67,40
209,79,66
210,61,53
211,71,45
212,53,0
213,70,22
214,94,67
215,96,72
216,39,36
217,94,68
218,44,0
219,85,69
220,24,5
221,70,29
222,77,46
223,64,26
224,68,68
225,94,75
226,82,74
227,80,28
228,90,86
229,87,81
230,59,33
231,91,71
232,95,70
233,78,80
234,88,70
235,36,24
236,30,0
237,100,74
238,79,48
239,67,46
240,87,70
241,62,26
242,51,46
243,68,36
244,100,83
245,37,0
246,9,0
247,97,82
248,81,29
249,89,66
250,50,15
251,64,33
252,70,59
253,94,73
254,81,69
255,77,46
256,49,20
257,96,86
258,73,36
259,74,53
260,45,31
261,32,64
262,93,84
263,70,45
264,3,0
265,1,0
266,58,21
267,97,79
268,64,45
269,66,46
270,100,79
271,89,77
272,75,51
273,87,72
274,87,60
275,45,71
276,41,39
277,80,32
278,70,64
279,59,33
280,40,19
281,70,69
282,94,75
283,86,69
284,35,0
285,78,85
286,88,53
287,54,20
288,91,78
289,100,85
290,17,0
291,84,51
292,76,67
293,89,58
294,63,45
295,80,52
296,81,54
297,84,62
298,75,41
299,93,69
300,8,0
301,64,43
302,90,75
303,80,65
304,74,48
305,59,20
306,87,76
307,55,0
308,97,70
309,74,46
310,79,58
311,61,34
