100,40,42
101,24,32
102,52,48
103,52,56
104,36,40
105,22,20
106,64,73
107,56,71
108,32,26
109,61,82
110,16,0
111,47,26
112,43,45
113,19,0
114,61,66
115,63,67
116,49,35
117,56,44
118,25,58
119,44,44
120,58,88
121,3,0
122,52,48
123,54,53
124,33,36
125,2,0
126,54,46
127,12,14
128,44,51
129,0,0
130,8,0
131,49,54
132,47,46
133,42,38
134,0,0
135,66,66
136,61,54
137,44,55
138,48,45
139,48,68
140,46,54
141,20,0
142,50,55
143,37,60
144,49,62
145,14,0
146,13,0
147,68,94
148,38,0
149,58,56
150,53,54
151,59,59
152,36,41
153,0,0
154,42,63
155,44,48
156,35,29
157,64,74
158,55,63
159,20,0
160,64,82
161,53,66
162,59,66
163,35,34
164,69,96
165,54,68
166,53,58
167,67,88
168,64,85
169,60,74
170,14,0
171,45,45
